URI,IP,port,service,version
ayushmanchhabra.com,185.199.108.153,443,ssl|https,"GitHub.com"
ayushmanchhabra.com,185.199.108.153,80,http,"GitHub.com"
ayushmanchhabra.com,185.199.109.153,443,ssl|https,"GitHub.com"
ayushmanchhabra.com,185.199.109.153,80,http,"GitHub.com"
ayushmanchhabra.com,185.199.110.153,443,ssl|https,"GitHub.com"
ayushmanchhabra.com,185.199.110.153,80,http,"GitHub.com"
ayushmanchhabra.com,185.199.111.153,443,ssl|https,"GitHub.com"
ayushmanchhabra.com,185.199.111.153,80,http,"GitHub.com"
