URI,Cert Subject,Cert Issuer,Not Before,Not After,Days Until Expiry
acquisory.com,CN = www.acquisory.com,C = GB; O = Sectigo Limited; CN = Sectigo Public Server Authentication CA DV R36,Dec 1 00:00:00 2025 GMT,Dec 3 23:59:59 2026 GMT,88
